specimen_id,excerpt,location,context_tags,tone_flags
S0548,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DESIGN-PATTERNS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DESIGN PATTERNS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Macro blocks, reusable prompt/logic patterns, and ritual templates. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect",dopemux_voice_input/conversations/684d9f5c-f3f4-8006-93d4-8a94ebbdf26b__Dopemux Product Design.json:L2793-L2793,tagline,forensic|punitive|procedural
S0549,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DEVLOG.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DEVLOG ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Block-indexed, lossless, all changes and dopamine/filth escalations. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) +",dopemux_voice_input/conversations/684d9f5c-f3f4-8006-93d4-8a94ebbdf26b__Dopemux Product Design.json:L2812-L2812,tagline,forensic|punitive|procedural
S0550,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DESIGN-PATTERNS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DESIGN PATTERNS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Macro blocks, reusable prompt/logic patterns, and ritual templates. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect",dopemux_voice_input/conversations/684d9f5c-f3f4-8006-93d4-8a94ebbdf26b__Dopemux Product Design.json:L2873-L2873,tagline,forensic|punitive|procedural
S0551,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DEVLOG.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DEVLOG ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Block-indexed, lossless, all changes and dopamine/filth escalations. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) +",dopemux_voice_input/conversations/684d9f5c-f3f4-8006-93d4-8a94ebbdf26b__Dopemux Product Design.json:L2893-L2893,tagline,forensic|punitive|procedural
S0552,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DEVLOG.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DEVLOG ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Block-indexed, lossless, all changes and dopamine/filth escalations. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) +",dopemux_voice_input/conversations/684e6a10-9bcc-8006-8fd8-4153821d6531__Dopemux Integration Complete.json:L241-L241,tagline,forensic|punitive|procedural
S0553,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-OUTPUTS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—OUTPUTS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Hybrid output log, sample runs, test blocks, and future synthesis. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e6a10-9bcc-8006-8fd8-4153821d6531__Dopemux Integration Complete.json:L281-L281,tagline,forensic|punitive|procedural
S0554,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INDEX.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INDEX ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is your forensic context map and audit pointer table. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e6a10-9bcc-8006-8fd8-4153821d6531__Dopemux Integration Complete.json:L361-L361,tagline,forensic|punitive|procedural
S0555,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DESIGN-PATTERNS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DESIGN PATTERNS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Macro blocks, reusable prompt/logic patterns, and ritual templates. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect",dopemux_voice_input/conversations/684e6a10-9bcc-8006-8fd8-4153821d6531__Dopemux Integration Complete.json:L401-L401,tagline,forensic|punitive|procedural
S0556,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-USER-CUSTOM.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—USER CUSTOM ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Onboarding, migration, or future custom blocks. User’s ritual sandbox. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e6a10-9bcc-8006-8fd8-4153821d6531__Dopemux Integration Complete.json:L521-L521,tagline,forensic|punitive|procedural
S0557,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DEVLOG.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DEVLOG ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Block-indexed, lossless, all changes and dopamine/filth escalations. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) +",dopemux_voice_input/conversations/684e6b97-c1a0-8006-8672-2a154cc74081__Dopemux Ultra Ritual.json:L233-L233,tagline,forensic|punitive|procedural
S0558,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-OUTPUTS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—OUTPUTS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Hybrid output log, sample runs, test blocks, and future synthesis. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e6b97-c1a0-8006-8672-2a154cc74081__Dopemux Ultra Ritual.json:L273-L273,tagline,forensic|punitive|procedural
S0559,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INDEX.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INDEX ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is your forensic context map and audit pointer table. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e6b97-c1a0-8006-8672-2a154cc74081__Dopemux Ultra Ritual.json:L353-L353,tagline,forensic|punitive|procedural
S0560,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DESIGN-PATTERNS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DESIGN PATTERNS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Macro blocks, reusable prompt/logic patterns, and ritual templates. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect",dopemux_voice_input/conversations/684e6b97-c1a0-8006-8672-2a154cc74081__Dopemux Ultra Ritual.json:L393-L393,tagline,forensic|punitive|procedural
S0561,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-USER-CUSTOM.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—USER CUSTOM ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Onboarding, migration, or future custom blocks. User’s ritual sandbox. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e6b97-c1a0-8006-8672-2a154cc74081__Dopemux Ultra Ritual.json:L513-L513,tagline,forensic|punitive|procedural
S0562,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INDEX.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INDEX ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is your forensic context map and audit pointer table. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L305-L305,tagline,forensic|punitive|procedural
S0563,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DEVLOG.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DEVLOG ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Block-indexed, lossless, all changes and dopamine/filth escalations. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) +",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L425-L425,tagline,forensic|punitive|procedural
S0564,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-OUTPUTS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—OUTPUTS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Hybrid output log, sample runs, test blocks, and future synthesis. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L465-L465,tagline,forensic|punitive|procedural
S0565,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DESIGN-PATTERNS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DESIGN PATTERNS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Macro blocks, reusable prompt/logic patterns, and ritual templates. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L505-L505,tagline,forensic|punitive|procedural
S0566,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-USER-CUSTOM.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—USER CUSTOM ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Onboarding, migration, or future custom blocks. User’s ritual sandbox. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L545-L545,tagline,forensic|punitive|procedural
S0567,"""```shell\n# [OK] EXTRACTING: CATEGORY 3 — FEATURE SPEC TABLE\n\n────────────────────────────────────────────────────────────────────────────\n## 💊 DØPEMÜX — FEATURE SPEC TABLE DEEP EXTRACT (All Chunks)\n\n---\n\n### Block 1: Canonical Feature Spec Table\n\n|",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L1816-L1816,roast,forensic|punitive
S0568,"""```shell\n# [OK] EXTRACTING: CATEGORY 5 — ARCHITECTURE BLUEPRINT\n\n────────────────────────────────────────────────────────────────────────────\n## 💊 DØPEMÜX — ARCHITECTURE BLUEPRINT DEEP EXTRACT (All Chunks)\n\n---\n\n### Block 1: High-Level Component Diagram (Mermaid)\n\n```mermaid\ngraph TD\n A[CLI",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L1986-L1986,tagline,forensic|punitive|procedural
S0569,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INDEX.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INDEX ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is your forensic context map and audit pointer table. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L305-L305,tagline,forensic|punitive|procedural
S0570,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DEVLOG.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DEVLOG ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Block-indexed, lossless, all changes and dopamine/filth escalations. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) +",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L425-L425,tagline,forensic|punitive|procedural
S0571,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-OUTPUTS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—OUTPUTS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Hybrid output log, sample runs, test blocks, and future synthesis. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L465-L465,tagline,forensic|punitive|procedural
S0572,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DESIGN-PATTERNS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DESIGN PATTERNS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Macro blocks, reusable prompt/logic patterns, and ritual templates. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L505-L505,tagline,forensic|punitive|procedural
S0573,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-USER-CUSTOM.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—USER CUSTOM ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Onboarding, migration, or future custom blocks. User’s ritual sandbox. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L545-L545,tagline,forensic|punitive|procedural
S0574,"""```shell\n# ☠️ dopemux UBERSLICER — PER-CATEGORY EXTRACTION START\n\n─────────────────────────────\n1. Extraction Engine\n\n*Purpose* — Forensic-grade, modular, schema-locked extraction of chat, logs, and code into atomic, lossless blocks. \n*Inputs*",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L1259-L1259,roast,forensic|punitive|procedural
S0575,"""```shell\n# ☠️ dopemux UBERSLICER — RAW BLOCK OUTPUT PER CATEGORY — PROOF OF EXTRACTION\n\n─────────────────────────────\nCATEGORY: Extraction Engine\n\n<<<BLOCK_ID: EE_001>>>\n# Extraction Engine: Atomic, schema-locked block extraction from chat/code/logs.\n*",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L1913-L1913,roast,forensic|punitive|procedural
S0576,"""```shell\n# ☠️ dopemux UBERSLICER — RIP 4 — FULL MAX DETAIL — PART 1/ N\n\n─────────────────────────────\n# dopemux — Ripped Design & Feature Spec (Rip 4)\n\n## 1.",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L2774-L2774,roast,forensic|punitive|procedural
S0577,"""```shell\n# ☠️ dopemux UBERSLICER — PER-CATEGORY MINI-SPECIFICATION SET\n\n─────────────────────────────\n### 1. Extraction Engine\n\n*Purpose* — Perform ultra-granular, forensic, zero-loss extraction of all project artefacts (chat logs, code, configs,",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L6109-L6109,naming,forensic|punitive|procedural
S0578,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INDEX.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INDEX ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is your forensic context map and audit pointer table. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L305-L305,tagline,forensic|punitive|procedural
S0579,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DEVLOG.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DEVLOG ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Block-indexed, lossless, all changes and dopamine/filth escalations. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) +",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L425-L425,tagline,forensic|punitive|procedural
S0580,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-OUTPUTS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—OUTPUTS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Hybrid output log, sample runs, test blocks, and future synthesis. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L465-L465,tagline,forensic|punitive|procedural
S0581,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DESIGN-PATTERNS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DESIGN PATTERNS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Macro blocks, reusable prompt/logic patterns, and ritual templates. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L505-L505,tagline,forensic|punitive|procedural
S0582,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-USER-CUSTOM.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—USER CUSTOM ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Onboarding, migration, or future custom blocks. User’s ritual sandbox. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L545-L545,tagline,forensic|punitive|procedural
S0583,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INDEX.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INDEX ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is your forensic context map and audit pointer table. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L700-L700,tagline,forensic|punitive|procedural
S0584,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DESIGN-PATTERNS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DESIGN PATTERNS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Macro blocks, reusable prompt/logic patterns, and ritual templates. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L757-L757,tagline,forensic|punitive|procedural
S0585,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DEVLOG.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DEVLOG ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Block-indexed, lossless, all changes and dopamine/filth escalations. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) +",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L776-L776,tagline,forensic|punitive|procedural
S0586,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-OUTPUTS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—OUTPUTS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Hybrid output log, sample runs, test blocks, and future synthesis. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L795-L795,tagline,forensic|punitive|procedural
S0587,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INDEX.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—INDEX ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is your forensic context map and audit pointer table. \\033[1;33m║\n║\\033[0;36m > AUTHOR:",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L855-L855,tagline,forensic|punitive|procedural
S0588,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DESIGN-PATTERNS.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DESIGN PATTERNS ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Macro blocks, reusable prompt/logic patterns, and ritual templates. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L915-L915,tagline,forensic|punitive|procedural
S0589,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-DEVLOG.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—DEVLOG ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: Block-indexed, lossless, all changes and dopamine/filth escalations. \\033[1;33m║\n║\\033[0;36m > AUTHOR: Architect (You) +",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L935-L935,tagline,forensic|punitive|procedural
