src/dopemux/cli.py:19:import signal
src/dopemux/cli.py:51:from .adhd import AttentionMonitor, ContextManager, TaskDecomposer
src/dopemux/cli.py:142:    "focused": {
services/task-orchestrator/adhd_engine.py:452:                    accommodation_type="hyperfocus_protection",
services/task-orchestrator/adhd_engine.py:454:                    message="🚀 Hyperfocus detected - setting up protection boundaries",
services/task-orchestrator/adhd_engine.py:461:                    cognitive_benefit="Prevents hyperfocus burnout and maintains health",
services/task-orchestrator/adhd_engine.py:589:            focus_duration = indicators.get("average_focus_duration", 25)
services/task-orchestrator/adhd_engine.py:595:            elif rapid_switching and focus_duration < 10:
services/task-orchestrator/adhd_engine.py:597:            elif focus_duration > 60 and distraction_events < 2:
services/task-orchestrator/adhd_engine.py:599:            elif focus_duration > 20 and distraction_events < 5:
services/task-orchestrator/adhd_engine.py:637:                # Check for cognitive overload
services/task-orchestrator/adhd_engine.py:639:                    await self._handle_cognitive_overload()
services/task-orchestrator/adhd_engine.py:666:            last_break_key = f"adhd:last_break:{user_id}"
services/task-orchestrator/adhd_engine.py:705:                "maximum_duration_reached": f"🛡️ You've been focused for {work_duration:.0f} minutes - time for a healthy break!",
services/task-orchestrator/adhd_engine.py:708:                "hyperfocus_protection": f"🚀 Hyperfocus mode detected - protecting your wellbeing with a break reminder"
services/task-orchestrator/adhd_engine.py:751:                f"adhd:break_recommendations:{self.workspace_id}",
services/task-orchestrator/adhd_engine.py:757:                f"adhd:break_recommendations:{self.workspace_id}",
services/task-orchestrator/adhd_engine.py:767:    async def _hyperfocus_protection_monitor(self) -> None:
services/task-orchestrator/adhd_engine.py:768:        """Monitor for hyperfocus states and provide protection."""
services/task-orchestrator/adhd_engine.py:769:        logger.info("🛡️ Started hyperfocus protection monitor")
services/task-orchestrator/adhd_engine.py:777:                        await self._apply_hyperfocus_protection(user_id, profile)
services/task-orchestrator/adhd_engine.py:782:                logger.error(f"Hyperfocus protection error: {e}")
services/task-orchestrator/adhd_engine.py:785:    async def _apply_hyperfocus_protection(self, user_id: str, profile: ADHDProfile) -> None:
services/task-orchestrator/adhd_engine.py:786:        """Apply hyperfocus protection measures."""
services/task-orchestrator/adhd_engine.py:788:            # Get hyperfocus session duration
services/task-orchestrator/adhd_engine.py:789:            session_start_key = f"adhd:hyperfocus_start:{user_id}"
services/task-orchestrator/adhd_engine.py:796:                # Start tracking hyperfocus session
services/task-orchestrator/adhd_engine.py:807:                await self._recommend_break(user_id, "hyperfocus_protection", session_duration)
services/task-orchestrator/adhd_engine.py:812:                self.accommodation_stats["hyperfocus_protections"] += 1
services/task-orchestrator/adhd_engine.py:818:                    "message": "🎯 You've been in hyperfocus for a while - consider a brief break soon",
services/task-orchestrator/adhd_engine.py:824:                    f"adhd:hyperfocus_warnings:{self.workspace_id}",
services/task-orchestrator/adhd_engine.py:829:            logger.error(f"Hyperfocus protection failed for {user_id}: {e}")
services/task-orchestrator/adhd_engine.py:864:            # This would analyze various attention signals
services/task-orchestrator/adhd_engine.py:869:                "average_focus_duration": 22,
services/task-orchestrator/adhd_engine.py:940:                    f"adhd:energy_changes:{self.workspace_id}",
services/task-orchestrator/adhd_engine.py:944:                    f"adhd:energy_changes:{self.workspace_id}",
services/task-orchestrator/adhd_engine.py:969:                    f"adhd:attention_changes:{self.workspace_id}",
services/task-orchestrator/adhd_engine.py:973:                    f"adhd:attention_changes:{self.workspace_id}",
services/task-orchestrator/adhd_engine.py:1014:    async def _handle_cognitive_overload(self) -> None:
services/task-orchestrator/adhd_engine.py:1015:        """Handle system-wide cognitive overload."""
services/task-orchestrator/adhd_engine.py:1016:        overload_users: List[str] = []
services/task-orchestrator/adhd_engine.py:1025:                overload_users.append(user_id)
services/task-orchestrator/adhd_engine.py:1027:        for user_id in overload_users:
services/task-orchestrator/adhd_engine.py:1034:                    "overload_users": overload_users,
services/task-orchestrator/adhd_engine.py:1038:                    f"adhd:cognitive_overload:{self.workspace_id}",
services/task-orchestrator/adhd_engine.py:1042:                    f"adhd:cognitive_overload:{self.workspace_id}",
services/task-orchestrator/adhd_engine.py:1047:                logger.debug("Failed recording cognitive overload event: %s", exc)
services/task-orchestrator/adhd_engine.py:1049:        self.accommodation_stats["cognitive_load_reductions"] += len(overload_users)
services/task-orchestrator/adhd_engine.py:1052:        """Adjust task recommendations for hyperfocus protection."""
services/task-orchestrator/adhd_engine.py:1056:            message="Shift to medium/low complexity tasks to avoid hyperfocus burnout.",
services/task-orchestrator/adhd_engine.py:1063:            cognitive_benefit="Reduces prolonged cognitive strain during hyperfocus periods",
services/task-orchestrator/adhd_engine.py:1072:                    f"adhd:task_protection:{user_id}",
services/task-orchestrator/adhd_engine.py:1077:                            "reason": "hyperfocus_protection",
services/task-orchestrator/task_orchestrator/adhd/__init__.py:24:        self.config = settings.adhd_config
services/task-orchestrator/task_orchestrator/adhd/__init__.py:78:            self.metrics.adhd_accommodations_applied += 1
services/task-orchestrator/task_orchestrator/adhd/__init__.py:80:        elif minutes_since_break >= self.config["hyperfocus_warning_minutes"]:
services/task-orchestrator/task_orchestrator/adhd/__init__.py:81:            logger.warning(f"⚠️ Hyperfocus warning: {minutes_since_break:.0f} minutes without break")
services/task-orchestrator/task_orchestrator/adhd/__init__.py:82:            self.metrics.adhd_accommodations_applied += 1
services/task-orchestrator/task_orchestrator/adhd/__init__.py:92:            self.metrics.adhd_accommodations_applied += 1
services/task-orchestrator/task_orchestrator/adhd/__init__.py:99:                "Consider focusing on one task."
services/task-orchestrator/task_orchestrator/adhd/__init__.py:101:            self.metrics.adhd_accommodations_applied += 1
services/task-orchestrator/task_orchestrator/adhd/__init__.py:115:    async def apply_adhd_optimizations(self, task: OrchestrationTask) -> OrchestrationTask:
services/task-orchestrator/task_orchestrator/adhd/__init__.py:131:        self.metrics.adhd_accommodations_applied += 1
services/task-orchestrator/task_orchestrator/adhd/__init__.py:134:    def get_adhd_state(self) -> Dict[str, Any]:
services/task-orchestrator/task_orchestrator/adhd/__init__.py:154:            "accommodations_applied": self.metrics.adhd_accommodations_applied
services/task-orchestrator/task_orchestrator/adhd/__init__.py:159:adhd_monitor = ADHDMonitor()
services/task-orchestrator/demo_component6_e2e.py:98:        attention="focused",
services/task-orchestrator/demo_component6_e2e.py:124:def create_scenario_overwhelmed_evening() -> MockADHDState:
services/task-orchestrator/demo_component6_e2e.py:125:    """Scenario 3: Evening, scattered, high cognitive load, overwhelmed."""
services/task-orchestrator/demo_component6_e2e.py:150:def print_adhd_state(state: MockADHDState, scenario_name: str):
services/task-orchestrator/demo_component6_e2e.py:194:        "energy_high", "attention_focused", "cognitive_load",
services/task-orchestrator/demo_component6_e2e.py:232:    print_adhd_state(state, scenario_name)
services/task-orchestrator/demo_component6_e2e.py:393:        create_scenario_overwhelmed_evening(),
services/task-orchestrator/demo_component6_e2e.py:401:    logger.info("   → Real-time monitoring prevents overwhelm")
services/task-orchestrator/demo_component6_e2e.py:410:    logger.info("   → 1 recommendation when overwhelmed (0.85 load)")
services/task-orchestrator/intelligence/context_switch_recovery.py:26:- Desktop-Commander: Screenshots, window focus tracking
services/task-orchestrator/intelligence/context_switch_recovery.py:112:    Monitors for switches using multiple signals:
services/task-orchestrator/intelligence/context_switch_recovery.py:189:        Checks multiple signals:
services/task-orchestrator/intelligence/context_switch_recovery.py:190:        - Window focus changes
services/task-orchestrator/intelligence/context_switch_recovery.py:294:        - Different window (sustained for >5 seconds to avoid noise)
services/task-orchestrator/intelligence/context_switch_recovery.py:304:        # Window change (debounced to avoid transient focus noise)
services/task-orchestrator/intelligence/context_switch_recovery.py:460:         focusing on the generate_code_challenge function (line 42).
services/task-orchestrator/intelligence/task_batcher.py:120:        adhd_state: any,
services/task-orchestrator/intelligence/task_batcher.py:129:            adhd_state: Current ADHD state (energy, attention, cognitive load)
services/task-orchestrator/intelligence/task_batcher.py:143:            batches = self._similarity_batching(candidate_tasks, adhd_state)
services/task-orchestrator/intelligence/task_batcher.py:146:            batches = self._momentum_batching(candidate_tasks, adhd_state)
services/task-orchestrator/intelligence/task_batcher.py:149:            batches = self._deadline_batching(candidate_tasks, adhd_state)
services/task-orchestrator/intelligence/task_batcher.py:152:            batches = self._flow_preservation_batching(candidate_tasks, adhd_state, flow_state)
services/task-orchestrator/intelligence/task_batcher.py:155:            batches = self._balanced_batching(candidate_tasks, adhd_state, flow_state)
services/task-orchestrator/intelligence/task_batcher.py:162:                    current_state=adhd_state,
services/task-orchestrator/intelligence/task_batcher.py:325:            if flow_level_str in ['flow', 'focused']:
services/task-orchestrator/intelligence/task_batcher.py:608:    adhd_state: any,
services/task-orchestrator/intelligence/task_batcher.py:616:        adhd_state: Current ADHD state
services/task-orchestrator/intelligence/task_batcher.py:625:            adhd_state=current_state,
services/task-orchestrator/intelligence/task_batcher.py:633:    return batcher.create_batches(tasks, adhd_state, batching_mode=mode)
services/task-orchestrator/app/services/task_coordinator.py:13:- Implement 25-minute focus sessions with break recommendations
services/task-orchestrator/app/services/task_coordinator.py:23:    await coordinator.coordinate_tasks(tasks, current_adhd_state)
services/task-orchestrator/app/services/task_coordinator.py:51:    current_adhd_state: Dict[str, str]  # energy, attention, mode
services/task-orchestrator/app/services/task_coordinator.py:54:    focus_session_timer: int  # seconds since session start
services/task-orchestrator/app/services/task_coordinator.py:82:            current_adhd_state={},
services/task-orchestrator/app/services/task_coordinator.py:85:            focus_session_timer=0,
services/task-orchestrator/app/services/task_coordinator.py:92:        self.focus_session_duration = 1500  # 25 minutes in seconds
services/task-orchestrator/app/services/task_coordinator.py:102:        current_adhd_state: Dict[str, str]
services/task-orchestrator/app/services/task_coordinator.py:109:            current_adhd_state: Current ADHD metrics (energy, attention, load)
services/task-orchestrator/app/services/task_coordinator.py:114:        logger.info(f"🚀 Coordinating {len(tasks)} tasks with ADHD state: {current_adhd_state}")
services/task-orchestrator/app/services/task_coordinator.py:117:        self.coordination_state.current_adhd_state = current_adhd_state
services/task-orchestrator/app/services/task_coordinator.py:121:        batch_plan = await self._assess_cognitive_batch(tasks, current_adhd_state)
services/task-orchestrator/app/services/task_coordinator.py:127:        sequenced_plan = await self._sequence_tasks_with_zen(resolved_tasks, current_adhd_state)
services/task-orchestrator/app/services/task_coordinator.py:140:            "adhd_state": current_adhd_state,
services/task-orchestrator/app/services/task_coordinator.py:141:            "recommendations": self._generate_recommendations(current_adhd_state),
services/task-orchestrator/app/services/task_coordinator.py:148:        adhd_state: Dict[str, str]
services/task-orchestrator/app/services/task_coordinator.py:161:                    'energy_level': adhd_state.get('energy', 'MEDIUM'),
services/task-orchestrator/app/services/task_coordinator.py:162:                    'attention_state': adhd_state.get('attention', 'FOCUSED'),
services/task-orchestrator/app/services/task_coordinator.py:163:                    'cognitive_load': float(adhd_state.get('cognitive_load', 0.5)),
services/task-orchestrator/app/services/task_coordinator.py:165:                    'peak_hours': adhd_state.get('peak_hours', 'morning')
services/task-orchestrator/app/services/task_coordinator.py:183:                return await self._sequence_tasks(tasks, adhd_state)
services/task-orchestrator/app/services/task_coordinator.py:188:            return await self._sequence_tasks(tasks, adhd_state)
services/task-orchestrator/app/services/task_coordinator.py:190:    async def break_down_complex_task(self, task: OrchestrationTask, adhd_context: Dict[str, Any]) -> Dict[str, Any]:
services/task-orchestrator/app/services/task_coordinator.py:199:            zen_breakdown = await self.pal_client.plan_task_breakdown(task_data, adhd_context)
services/task-orchestrator/app/services/task_coordinator.py:296:        adhd_context: Dict[str, Any]
services/task-orchestrator/app/services/task_coordinator.py:303:            adhd_context: Current ADHD state
services/task-orchestrator/app/services/task_coordinator.py:310:            energy = adhd_context.get('energy_level', 'medium')
services/task-orchestrator/app/services/task_coordinator.py:316:                'recommended_sessions': (total_minutes // 25) + 1,  # 25min focus sessions
services/task-orchestrator/app/services/task_coordinator.py:329:        adhd_state: Dict[str, str]
services/task-orchestrator/app/services/task_coordinator.py:340:        cognitive_capacity = self.cognitive_guardian.assess_capacity(adhd_state)
services/task-orchestrator/app/services/task_coordinator.py:351:                    "energy_cost": self._estimate_energy_cost(task, adhd_state)
services/task-orchestrator/app/services/task_coordinator.py:422:        adhd_state: Dict[str, str]
services/task-orchestrator/app/services/task_coordinator.py:435:        if adhd_state.get('energy') == 'high':
services/task-orchestrator/app/services/task_coordinator.py:443:        if adhd_state.get('attention') == 'scattered':
services/task-orchestrator/app/services/task_coordinator.py:492:    def _estimate_energy_cost(self, task: OrchestrationTask, adhd_state: Dict[str, str]) -> float:
services/task-orchestrator/app/services/task_coordinator.py:505:        energy_cost = base_cost * energy_modifiers.get(adhd_state.get('energy'), 1.0)
services/task-orchestrator/app/services/task_coordinator.py:515:        while self.coordination_state.focus_session_timer < self.focus_session_duration:
services/task-orchestrator/app/services/task_coordinator.py:570:    def _generate_recommendations(self, adhd_state: Dict[str, str]) -> List[str]:
services/task-orchestrator/app/services/task_coordinator.py:576:        if adhd_state.get('energy') == 'low':
services/task-orchestrator/app/services/task_coordinator.py:578:        elif adhd_state.get('energy') == 'high':
services/task-orchestrator/app/services/task_coordinator.py:581:        if adhd_state.get('attention') == 'scattered':
services/task-orchestrator/app/services/task_coordinator.py:583:        elif adhd_state.get('attention') == 'focused':
services/task-orchestrator/app/services/task_coordinator.py:586:        if self.coordination_state.focus_session_timer > self.focus_session_duration * 0.8:
services/task-orchestrator/app/services/task_coordinator.py:617:    adhd_state = {"energy": "medium", "attention": "focused", "load": 0.4}
services/task-orchestrator/app/services/task_coordinator.py:619:    result = await coordinator.coordinate_tasks(tasks, adhd_state)
services/task-orchestrator/task_orchestrator/app.py:20:from task_orchestrator.adhd import adhd_monitor
services/task-orchestrator/task_orchestrator/app.py:62:        await adhd_monitor.start_monitoring()
services/task-orchestrator/task_orchestrator/app.py:73:    await adhd_monitor.stop_monitoring()
services/task-orchestrator/task_orchestrator/__init__.py:13:- adhd/: ADHD monitoring and accommodations
services/task-orchestrator/intelligence/sequence_optimizer.py:346:            "hyperfocus": (0.7, 1.0)
services/task-orchestrator/intelligence/sequence_optimizer.py:679:    adhd_state: any,
services/task-orchestrator/intelligence/sequence_optimizer.py:688:        adhd_state: Current ADHD state
services/task-orchestrator/intelligence/sequence_optimizer.py:698:            adhd_state=current_state,
services/task-orchestrator/intelligence/sequence_optimizer.py:706:    return optimizer.optimize_sequence(tasks, adhd_state, strategy=strategy_enum, max_tasks=max_tasks)
services/task-orchestrator/pal_client.py:46:        planning_prompt = f"""Break down this complex task into manageable subtasks for ADHD-friendly execution:
services/task-orchestrator/pal_client.py:72:      "adhd_accommodations": ["specific accommodations"]
services/task-orchestrator/pal_client.py:86:                    step=planning_prompt,
services/task-orchestrator/pal_client.py:99:                        'adhd_accommodations': ['Standard breaks']
services/task-orchestrator/pal_client.py:117:                    'adhd_accommodations': ['Take breaks as needed']
services/task-orchestrator/pal_client.py:127:    async def prioritize_task_queue(self, task_queue: List[Dict[str, Any]], adhd_context: Dict[str, Any]) -> Dict[str, Any]:
services/task-orchestrator/pal_client.py:132:        prioritization_prompt = f"""Prioritize this task queue for optimal ADHD-friendly execution:
services/task-orchestrator/pal_client.py:138:- Current energy: {adhd_context.get('energy_level', 'unknown')}
services/task-orchestrator/pal_client.py:139:- Attention state: {adhd_context.get('attention_state', 'unknown')}
services/task-orchestrator/pal_client.py:140:- Cognitive load: {adhd_context.get('cognitive_load', 0.5)}
services/task-orchestrator/pal_client.py:141:- Time available: {adhd_context.get('available_time', 120)} minutes
services/task-orchestrator/pal_client.py:142:- Peak energy hours: {adhd_context.get('peak_hours', 'unknown')}
services/task-orchestrator/pal_client.py:146:2. Attention compatibility (focus vs creative tasks)
services/task-orchestrator/pal_client.py:147:3. Cognitive load distribution (avoid overload)
services/task-orchestrator/pal_client.py:150:6. Break scheduling (prevent hyperfocus)
services/task-orchestrator/pal_client.py:164:                    step=prioritization_prompt,
services/task-orchestrator/intelligence/dynamic_batcher.py:75:        "hyperfocus": 4
services/task-orchestrator/intelligence/dynamic_batcher.py:196:                if flow_level_str in ['flow', 'focused']:
services/task-orchestrator/intelligence/dynamic_batcher.py:209:            adhd_state=current_state,
services/task-orchestrator/intelligence/dynamic_batcher.py:247:            "focused": 2,
services/task-orchestrator/intelligence/dynamic_batcher.py:248:            "hyperfocused": 3
services/task-orchestrator/intelligence/dynamic_batcher.py:261:        # If just entered flow or focused state, should re-batch to preserve
services/task-orchestrator/intelligence/dynamic_batcher.py:267:            # Just entered flow/focused (< 5 min in state)
services/task-orchestrator/intelligence/dynamic_batcher.py:268:            if flow_level_str in ['flow', 'focused'] and duration < 5.0:
services/task-orchestrator/intelligence/dynamic_batcher.py:297:            return "similarity_first"  # High cohesion helps focus
services/task-orchestrator/intelligence/cognitive_load_balancer.py:4:Real-time cognitive load estimation and overwhelm prevention for ADHD users.
services/task-orchestrator/intelligence/cognitive_load_balancer.py:8:- Optimal cognitive load: 0.6-0.7 (too low = boredom, too high = overwhelm)
services/task-orchestrator/intelligence/cognitive_load_balancer.py:27:5. Proactive overwhelm prevention (alerts at 0.85)
services/task-orchestrator/intelligence/cognitive_load_balancer.py:35:- Metrics: Load trends, overwhelm frequency
services/task-orchestrator/intelligence/cognitive_load_balancer.py:54:    HIGH = "high"          # 0.7-0.85 (approaching overwhelm)
services/task-orchestrator/intelligence/cognitive_load_balancer.py:55:    CRITICAL = "critical"  # > 0.85 (overwhelm - break needed)
services/task-orchestrator/intelligence/cognitive_load_balancer.py:138:    Provides proactive overwhelm prevention and optimization guidance.
services/task-orchestrator/intelligence/cognitive_load_balancer.py:229:            attention_level: "focused", "transitioning", or "scattered"
services/task-orchestrator/intelligence/cognitive_load_balancer.py:245:        attention_map = {"focused": 0.2, "transitioning": 0.5, "scattered": 0.8}
services/task-orchestrator/intelligence/cognitive_load_balancer.py:628:    based on real-time cognitive load to prevent overwhelm and maintain flow.
services/task-orchestrator/intelligence/cognitive_load_balancer.py:699:        Returns minutes of focused work possible.
services/task-orchestrator/intelligence/cognitive_load_balancer.py:760:            # Start with medium complexity to avoid overwhelm
services/task-orchestrator/app/models/workflow.py:98:    adhd_metadata: ADHDMetadata = Field(default_factory=ADHDMetadata)
services/task-orchestrator/app/models/workflow.py:172:    adhd_metadata: ADHDMetadata = Field(default_factory=ADHDMetadata)
services/task-orchestrator/app/models/workflow.py:194:    adhd_metadata: Optional[ADHDMetadata] = None
services/task-orchestrator/app/models/workflow.py:215:            "adhd_metadata",
services/task-orchestrator/app/models/workflow.py:232:    adhd_metadata: ADHDMetadata = Field(default_factory=ADHDMetadata)
services/task-orchestrator/app/services/workflow_service.py:181:            adhd_metadata=request.adhd_metadata,
services/task-orchestrator/app/services/workflow_service.py:229:        if request.adhd_metadata is not None:
services/task-orchestrator/app/services/workflow_service.py:230:            epic.adhd_metadata = request.adhd_metadata
services/task-orchestrator/app/services/workflow_service.py:265:            adhd_metadata=request.adhd_metadata,
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:4:**Purpose**: Answer PM Phase 2 open question: "What is the measured event-rate reduction after suppression rules?"
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:8:Added comprehensive telemetry to the EventCoordinator to track which suppression rules suppress what events, and measure the overall signal/noise ratio.
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:15:- **Lifetime counters**: `events_received`, `events_passed`, `events_suppressed`
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:16:- **Per-rule counters**: Tracks all 6 suppression rules:
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:17:  - `suppressed_by_custom_filter`
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:18:  - `suppressed_by_deep_focus_priority`
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:19:  - `suppressed_by_deep_focus_interrupt`
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:20:  - `suppressed_by_energy_level`
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:21:  - `suppressed_by_flood`
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:22:  - `suppressed_by_expiry`
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:23:- **Per-event-type breakdown**: `{event_type: {"received": N, "suppressed": N}}`
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:24:- **Per-priority breakdown**: `{priority: {"received": N, "suppressed": N}}`
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:32:- Rule-specific suppression on each return path
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:35:Added `_record_suppression()` helper:
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:36:- Increments `events_suppressed`
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:41:- Added `suppressed_by_expiry` counter on expiry path
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:45:New `get_suppression_report()` method returns:
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:52:        "events_suppressed": int,
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:53:        "signal_noise_ratio": float,      # passed / received
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:54:        "suppression_rate_pct": float,     # (suppressed / received) * 100
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:59:        "deep_focus_priority": int,
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:60:        "deep_focus_interrupt": int,
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:66:        "task_created": {"received": N, "suppressed": N},
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:70:        "CRITICAL": {"received": N, "suppressed": N},
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:73:    "adhd_state": {
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:74:        "focus_mode": str,
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:83:Added `"suppression_telemetry": self.get_suppression_report()` to `get_coordination_health()`.
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:87:New `_telemetry_logger()` task:
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:90:- Format: `received=N, passed=N, suppressed=N, signal/noise=X.XX, suppression_rate=X.X%`
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:94:Created comprehensive test suite (`tests/test_suppression_telemetry.py`) with 14 test cases:
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:96:1. ✅ **Baseline pass-through** - No suppression
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:97:2. ✅ **Custom filter suppression** - Custom filter rule
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:98:3. ✅ **Deep focus priority suppression** - Low priority in deep focus
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:99:4. ✅ **Deep focus interrupt suppression** - Non-interrupting events
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:100:5. ✅ **Energy level suppression** - High cognitive load when low energy
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:101:6. ✅ **Flood suppression** - Event flooding detection
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:102:7. ✅ **Expiry suppression** - Expired events
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:106:11. ✅ **Signal/noise ratio calculation** - Math accuracy
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:119:report = coordinator.get_suppression_report()
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:121:print(f"Signal/Noise Ratio: {report['summary']['signal_noise_ratio']:.2f}")
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:122:print(f"Suppression Rate: {report['summary']['suppression_rate_pct']:.1f}%")
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:123:print(f"Top suppression rule: {max(report['per_rule_breakdown'], key=report['per_rule_breakdown'].get)}")
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:130:telemetry = health["suppression_telemetry"]
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:135:The telemetry logger outputs every 60 seconds:
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:137:INFO: 📊 Suppression Telemetry: received=150, passed=120, suppressed=30, signal/noise=0.80, suppression_rate=20.0%
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:148:**Q**: "What is the measured event-rate reduction after suppression rules?"
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:150:**A**: Now measurable via `suppression_rate_pct` in the report:
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:151:- 0% = No suppression (all events processed)
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:152:- 50% = Half of events suppressed
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:153:- 100% = All events suppressed
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:155:**Per-rule breakdown** shows which rules contribute most to suppression.
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:160:1. Persist telemetry to Redis for historical analysis
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:162:3. Alert on excessive suppression (> 80%)
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:164:5. Per-worker telemetry breakdown
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:172:   - New `_record_suppression()` helper
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:174:   - New `get_suppression_report()` method
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:176:   - New `_telemetry_logger()` background task
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:177:   - Modified `_start_event_workers()` to start telemetry logger
services/task-orchestrator/SUPPRESSION_TELEMETRY.md:182:3. `services/task-orchestrator/tests/test_suppression_telemetry.py`:
services/task-orchestrator/intelligence/batch_scorer.py:55:    - Duration: 60-120 min (optimal ADHD focus window)
services/task-orchestrator/intelligence/batch_scorer.py:83:        adhd_state: Optional[any] = None,
services/task-orchestrator/intelligence/batch_scorer.py:91:            adhd_state: Current ADHD state (for switch cost calculation)
services/task-orchestrator/intelligence/batch_scorer.py:103:        switch_cost = self._calculate_batch_switch_cost(batch, adhd_state, flow_state)
services/task-orchestrator/intelligence/batch_scorer.py:161:        adhd_state: Optional[any],
services/task-orchestrator/intelligence/batch_scorer.py:179:                adhd_state,
services/task-orchestrator/intelligence/batch_scorer.py:319:    adhd_state: Optional[any] = None
services/task-orchestrator/intelligence/batch_scorer.py:326:        adhd_state: Current ADHD state (optional)
services/task-orchestrator/intelligence/batch_scorer.py:332:        quality = score_batch_quality(batch, current_adhd_state)
services/task-orchestrator/intelligence/batch_scorer.py:340:    return scorer.score_batch(batch, adhd_state)
services/task-orchestrator/task_orchestrator/models.py:73:    adhd_metadata: Dict[str, Any] = field(default_factory=dict)
services/task-orchestrator/task_orchestrator/models.py:91:    adhd_accommodations_applied: int = 0
services/task-orchestrator/app/core/coordinator.py:445:                health.services["adhd_engine"] = await self._check_adhd_engine_health()
services/task-orchestrator/app/core/coordinator.py:491:    async def _check_adhd_engine_health(self) -> str:
services/task-orchestrator/intelligence/services/task-orchestrator/ml/feature_engineering.py:31:        self.energy_levels = ["very_low", "low", "medium", "high", "hyperfocus"]
services/task-orchestrator/intelligence/services/task-orchestrator/ml/feature_engineering.py:32:        self.attention_levels = ["scattered", "transitioning", "focused", "hyperfocused"]
services/task-orchestrator/intelligence/services/task-orchestrator/ml/feature_engineering.py:36:    def extract_features(self, task: Any, adhd_state: Dict[str, Any]) -> FeatureVector:
services/task-orchestrator/intelligence/services/task-orchestrator/ml/feature_engineering.py:41:            "energy_level": self._encode_ordinal(adhd_state.get("energy_level", "medium"), self.energy_levels),
services/task-orchestrator/intelligence/services/task-orchestrator/ml/feature_engineering.py:42:            "attention_level": self._encode_ordinal(adhd_state.get("attention_level", "focused"), self.attention_levels),
services/task-orchestrator/intelligence/services/task-orchestrator/ml/feature_engineering.py:43:            "cognitive_load": adhd_state.get("cognitive_load", 0.5),
services/task-orchestrator/intelligence/services/task-orchestrator/ml/feature_engineering.py:53:            raw_data={"task": task, "adhd_state": adhd_state},
services/task-orchestrator/test_integration_bridge_events.py:124:        adhd_state_event = {
services/task-orchestrator/test_integration_bridge_events.py:126:            "event_type": "adhd_state_changed",
